term,tone
ведомо_ADJS,negative
перезапускать_INFN,negative
додуматься_INFN,negative
недовольство_NOUN,negative
избыточный_ADJF,negative
подружиться_INFN,positive
практический_ADJF,negative
сведение_NOUN,negative
некорректный_ADJF,negative
поместить_INFN,negative
сливаться_INFN,negative
анонсировать_INFN,negative
затереться_INFN,negative
обрабатывать_INFN,negative
напихать_INFN,negative
расстраиваться_INFN,negative
корзина_NOUN,negative
обманывать_INFN,negative
восстанавливаться_INFN,negative
немаленький_ADJF,negative
ограниченность_NOUN,negative
обширный_ADJF,neutral
пояснить_INFN,negative
слайд_NOUN,negative
доктор_NOUN,negative
днями_ADVB,negative
запрет_NOUN,negative
ненадёжность_NOUN,negative
мучительный_ADJF,negative
небрежный_ADJF,negative
ребятки_NOUN,negative
лампочка_NOUN,negative
глюкнуть_INFN,negative
переустановка_NOUN,negative
скачиваться_INFN,negative
среднестатистический_ADJF,negative
колличество_NOUN,negative
туфта_NOUN,negative
бар_NOUN,negative
тормаз_NOUN,negative
обещание_NOUN,negative
закачиваться_INFN,negative
упрощать_INFN,negative
полениться_INFN,negative
лазание_NOUN,negative
оффициальный_ADJF,negative
староватый_ADJF,negative
наклеивать_INFN,negative
независимо_ADVB,negative
громкоговоритель_NOUN,negative
извращение_NOUN,negative
стремиться_INFN,negative
лёт_NOUN,negative
достигнуть_INFN,positive
пробывать_INFN,negative
африка_NOUN,negative
полность_NOUN,negative
вывалиться_INFN,negative
внушительный_ADJF,positive
традиция_NOUN,negative
модело_VERB,negative
медленея_NOUN,negative
знаменитый_ADJF,negative
красивость_NOUN,negative
нарваться_INFN,negative
навязать_INFN,negative
неудалять_INFN,negative
переплата_NOUN,negative
торговый_ADJF,negative
считывать_INFN,negative
охота_NOUN,negative
повторно_ADVB,negative
отслеживать_INFN,negative
бдительный_ADJF,positive
смахивать_INFN,negative
подавлять_INFN,negative
превратить_INFN,negative
напросто_ADVB,negative
хитрый_ADJF,negative
вифя_NOUN,negative
разглядывать_INFN,negative
строить_INFN,negative
эксплуатироваться_INFN,negative
кампания_NOUN,negative
сбить_INFN,negative
запретить_INFN,negative
фильтр_NOUN,negative
избыток_NOUN,negative
ватсап_NOUN,negative
дарить_INFN,negative
захватывать_INFN,negative
туалет_NOUN,negative
оттягивать_INFN,negative
здоровье_NOUN,negative
задушить_INFN,negative
хоум_NOUN,negative
забиться_INFN,negative
притензия_NOUN,negative
вздуваться_INFN,negative
изготовитель_NOUN,negative
успех_NOUN,negative
уделить_INFN,negative
тухнуть_INFN,negative
расходоваться_INFN,negative
мараться_INFN,negative
посчитать_INFN,negative
ворот_NOUN,negative
планшетник_NOUN,negative
диод_NOUN,negative
перфекционист_NOUN,negative
предупреждать_INFN,negative
мультик_NOUN,negative
учиться_INFN,negative
выгрузить_INFN,negative
апгрейд_NOUN,negative
прикасаться_INFN,negative
мыльный_ADJF,negative
хват_NOUN,negative
выходной_ADJF,negative
неполный_ADJF,negative
лёд_NOUN,negative
подборка_NOUN,negative
обить_INFN,negative
переспрашивать_INFN,negative
долгожитель_NOUN,negative
ростестовский_ADJF,negative
приход_NOUN,negative
пиксельный_ADJF,negative
энергоэффективность_NOUN,negative
отбросить_INFN,negative
фишечка_NOUN,negative
инновация_NOUN,negative
лупа_NOUN,negative
компонент_NOUN,negative
сотрудник_NOUN,negative
суперамолёд_NOUN,negative
сири_NOUN,negative
офица_NOUN,negative
плакать_INFN,negative
нагрудный_ADJF,negative
подсесть_INFN,negative
наслаждение_NOUN,positive
ускорение_NOUN,negative
потрясающе_ADVB,negative
потягаться_INFN,negative
бабнуть_INFN,negative
сенсация_NOUN,negative
одевать_INFN,negative
приглядеться_INFN,negative
кислотный_ADJF,negative
афоня_NOUN,negative
обзавестись_INFN,negative
нагревание_NOUN,negative
регулироваться_INFN,negative
безопасный_ADJF,positive
подвис_NOUN,negative
внятный_ADJF,positive
справедливость_NOUN,positive
прощать_INFN,negative
практичность_NOUN,positive
сместить_INFN,negative
финляндия_NOUN,negative
прирост_NOUN,negative
сцена_NOUN,negative
консоль_NOUN,negative
пополам_ADVB,negative
рекламировать_INFN,negative
возрасти_VERB,negative
взаимодействие_NOUN,negative
успешно_ADVB,negative
глубина_NOUN,positive
уменьшение_NOUN,negative
уменьшиться_INFN,negative
блондинка_NOUN,negative
кликнуть_INFN,negative
переписываться_INFN,negative
надавливание_NOUN,negative
лицензия_NOUN,negative
спуск_NOUN,negative
заливка_NOUN,negative
видеосъёмка_NOUN,negative
полосочка_NOUN,negative
хуавеять_INFN,negative
лампа_NOUN,negative
инновационный_ADJF,negative
лагал_NOUN,negative
индивидуально_ADVB,negative
образный_ADJF,negative
комбинированный_ADJF,negative
переворачиваться_INFN,negative
вытаскиваться_INFN,negative
освободить_INFN,negative
повлиять_INFN,negative
усмотрение_NOUN,negative
продуманно_ADVB,negative
обмануть_INFN,negative
вьетнамский_ADJF,negative
восприятие_NOUN,negative
фиксировать_INFN,negative
отформатировать_INFN,negative
кб_NOUN,negative
масштабировать_INFN,negative
масштабирование_NOUN,negative
тиховата_NOUN,negative
хочеться_INFN,negative
непродуманный_ADJF,negative
вшить_INFN,negative
позиционирование_NOUN,negative
киса_NOUN,negative
разом_ADVB,negative
поднимать_INFN,negative
вырвать_INFN,negative
луна_NOUN,negative
пустовать_INFN,negative
ползать_INFN,negative
самунг_NOUN,negative
берет_VERB,negative
разлететься_INFN,negative
несомненный_ADJF,negative
иван_NOUN,negative
общественный_ADJF,negative
кстат_NOUN,negative
списывать_INFN,negative
дизать_INFN,negative
нуждаться_INFN,neutral
глубоко_ADVB,negative
урок_NOUN,negative
краткий_ADJF,negative
упрощённый_ADJF,negative
вред_NOUN,negative
визуальный_ADJF,negative
сопровождаться_INFN,negative
практично_ADVB,negative
геморрой_NOUN,negative
нелепый_ADJF,negative
денежка_NOUN,negative
кажеться_INFN,negative
шляпа_NOUN,neutral
помяться_INFN,negative
грива_NOUN,negative
швырять_INFN,negative
просушка_NOUN,negative
бесконечность_NOUN,negative
постоять_INFN,negative
кароч_ADJS,negative
кодировка_NOUN,negative
долговато_ADVB,negative
нета_NOUN,negative
финн_NOUN,negative
заморочить_INFN,negative
подниматься_INFN,negative
индивидуальный_ADJF,negative
совещание_NOUN,negative
блокнот_NOUN,negative
фрагмент_NOUN,negative
фанатка_NOUN,negative
открывание_NOUN,negative
располагать_INFN,negative
плёночка_NOUN,negative
товарный_ADJF,negative
полюбиться_INFN,positive
уход_NOUN,negative
пожелание_NOUN,negative
ярка_NOUN,negative
отнимать_INFN,negative
чужой_ADJF,neutral
срочный_ADJF,negative
перепрошиваться_INFN,negative
спектр_NOUN,negative
нудный_ADJF,negative
черезчура_NOUN,negative
спрашиваться_INFN,negative
возня_NOUN,positive
деваться_INFN,negative
симпотичный_ADJF,positive
фанатизм_NOUN,negative
широковатый_ADJF,negative
тень_NOUN,negative
отвёртка_NOUN,negative
крутило_NOUN,negative
рекомендоваться_INFN,negative
прибамбас_NOUN,negative
немочь_NOUN,negative
мутный_ADJF,negative
ненайти_INFN,negative
писк_NOUN,negative
передвижение_NOUN,negative
нифига_NOUN,negative
пострадать_INFN,negative
алфавитный_ADJF,negative
счесть_INFN,negative
достоинст_NOUN,negative
выгореть_INFN,negative
отличительный_ADJF,negative
сочетаться_INFN,negative
развернуть_INFN,negative
микросд_NOUN,negative
мегапиксел_NOUN,negative
потестить_INFN,negative
упираться_INFN,negative
темнеть_INFN,negative
поступить_INFN,negative
быстренько_ADVB,negative
авторизовать_INFN,negative
отклонить_INFN,negative
добить_INFN,negative
скупой_ADJF,negative
водонепроницаемый_ADJF,negative
прекращать_INFN,negative
медлительный_ADJF,negative
говорящий_ADJF,negative
безумие_NOUN,negative
позорный_ADJF,negative
суд_NOUN,negative
сэнсор_NOUN,negative
нечастый_ADJF,negative
самовольно_ADVB,negative
доказать_INFN,negative
восхитительный_ADJF,positive
тянутый_ADJF,negative
симокнуть_INFN,negative
лента_NOUN,negative
пройтись_INFN,negative
кидаться_INFN,negative
несовместимый_ADJF,negative
поднадоесть_INFN,negative
ответственный_ADJF,positive
сафари_NOUN,negative
беленький_ADJF,negative
заход_NOUN,negative
карандаш_NOUN,negative
построить_INFN,negative
промолчать_INFN,negative
трава_NOUN,negative
заторможенность_NOUN,negative
подкупать_INFN,positive
совпадать_INFN,negative
подавать_INFN,negative
пикселизация_NOUN,negative
коленка_NOUN,negative
утерять_INFN,negative
скучно_ADVB,negative
лепить_INFN,negative
темно_ADVB,negative
ништяк_NOUN,positive
избежание_NOUN,negative
диагностик_NOUN,negative
жестоко_ADVB,negative
этакий_ADJF,negative
двигать_INFN,negative
ковёр_NOUN,negative
испытание_NOUN,neutral
зарегистрироваться_INFN,negative
полнофункциональный_ADJF,negative
мэйл_NOUN,negative
недоделка_NOUN,negative
участок_NOUN,negative
сосед_NOUN,negative
телеф_NOUN,negative
отсек_VERB,negative
отклый_ADJF,negative
подкупить_INFN,positive
шарить_INFN,negative
нестандартный_ADJF,negative
спонтанно_ADVB,negative
достижение_NOUN,negative
хара_NOUN,negative
ободрать_INFN,negative
апстор_NOUN,negative
скучноватый_ADJF,negative
пассивный_ADJF,neutral
смартфончик_NOUN,negative
совместимый_ADJF,negative
немаркий_ADJF,negative
любящий_ADJF,negative
шутить_INFN,negative
отремонтировать_INFN,negative
ходьба_NOUN,negative
думаться_INFN,negative
слушание_NOUN,negative
поспорить_INFN,negative
энергоёмкий_ADJF,negative
зарегистрировать_INFN,negative
впихнуть_INFN,negative
вынужденный_ADJF,negative
вежливый_ADJF,positive
присылать_INFN,negative
лечь_INFN,negative
запихать_INFN,negative
програмка_NOUN,negative
повиснуть_INFN,negative
зеркальный_ADJF,negative
заменяться_INFN,negative
ия_NOUN,negative
энергосберегающий_ADJF,negative
дополнять_INFN,negative
активность_NOUN,positive
слуховой_ADJF,negative
андройти_INFN,negative
дуалтач_NOUN,negative
инстагра_NOUN,negative
пиар_NOUN,negative
истечь_INFN,negative
восстановиться_INFN,negative
разочеровать_INFN,negative
удариться_INFN,negative
внутро_NOUN,negative
умелый_ADJF,positive
вытянутый_ADJF,negative
безлимиткать_INFN,negative
добавляться_INFN,negative
творение_NOUN,negative
прослушивать_INFN,negative
статистика_NOUN,negative
отпустить_INFN,negative
перспектива_NOUN,negative
приобретаться_INFN,negative
изумительно_ADVB,negative
поскрипывание_NOUN,negative
засорять_INFN,negative
контролировать_INFN,negative
аппстор_NOUN,negative
сок_NOUN,negative
фотать_NOUN,negative
завершать_INFN,negative
выявиться_INFN,negative
екран_NOUN,negative
гарил_NOUN,negative
ткань_NOUN,negative
рутировать_INFN,negative
худо_NOUN,negative
перепрошиться_INFN,negative
взрослый_NOUN,negative
видос_NOUN,negative
ключевой_ADJF,negative
автозапуск_NOUN,negative
вскрывать_INFN,negative
обстоять_INFN,negative
исключить_INFN,negative
зарекомендовать_INFN,negative
оперативно_ADVB,negative
рутовать_INFN,negative
превышать_INFN,neutral
утратить_INFN,negative
видеосвязь_NOUN,negative
бешенный_ADJF,negative
сокращаться_INFN,negative
читабельный_ADJF,negative
повысить_INFN,negative
скрыть_INFN,negative
разрекламировать_INFN,negative
замедление_NOUN,negative
намекать_INFN,negative
обтереться_INFN,negative
симбиан_NOUN,negative
жир_NOUN,negative
баян_NOUN,negative
тактовый_ADJF,negative
дичайший_ADJF,negative
смартофон_NOUN,negative
развести_INFN,negative
опечатка_NOUN,negative
кардинально_ADVB,negative
благодарный_ADJF,positive
оконтовка_NOUN,negative
наступать_INFN,negative
топка_NOUN,negative
утомлять_INFN,negative
преувеличение_NOUN,negative
мегапикс_NOUN,negative
баттарей_NOUN,negative
тряска_NOUN,negative
утрата_NOUN,negative
интерактивный_ADJF,negative
линукс_NOUN,negative
предпочтительный_ADJF,positive
кодековый_ADJF,negative
избегать_INFN,negative
производиться_INFN,negative
потолок_NOUN,negative
склоняться_INFN,negative
понтоваться_INFN,negative
туговатый_ADJF,negative
признанный_ADJF,negative
потеть_INFN,negative
мануал_NOUN,negative
ступор_NOUN,negative
откровенный_ADJF,positive
настораживать_INFN,negative
птица_NOUN,negative
авторегулировка_NOUN,negative
переехать_INFN,negative
перезагрузнуть_INFN,negative
насладиться_INFN,positive
канеш_NOUN,negative
подстраивать_INFN,positive
технологичный_ADJF,negative
лончер_NOUN,negative
дешёвка_NOUN,negative
аля_NOUN,negative
уделать_INFN,negative
существующий_ADJF,negative
пиджак_NOUN,negative
критиковать_INFN,neutral
защищенность_NOUN,positive
оформить_INFN,negative
распознаваться_INFN,negative
раздача_NOUN,negative
апдейт_NOUN,negative
предзаказ_NOUN,negative
недоумение_NOUN,negative
реалистичный_ADJF,positive
золотистый_ADJF,negative
доставаться_INFN,negative
растянуть_INFN,negative
предполагать_INFN,negative
коцк_NOUN,negative
заоблачный_ADJF,negative
охлаждение_NOUN,negative
хост_NOUN,negative
слепить_INFN,negative
надавить_INFN,negative
чудесно_ADVB,negative
рябить_INFN,negative
сенсейшн_NOUN,negative
отклеиваться_INFN,negative
проф_NOUN,negative
невнятный_ADJF,negative
мощно_ADVB,negative
шумодать_INFN,negative
бабушка_NOUN,negative
переносный_ADJF,negative
желтить_INFN,negative
жертва_NOUN,neutral
урод_NOUN,negative
артефакт_NOUN,negative
твика_NOUN,negative
микроскоп_NOUN,negative
справка_NOUN,negative
наплевать_INFN,negative
переключатель_NOUN,negative
объявление_NOUN,negative
рассказывать_INFN,negative
уродский_ADJF,negative
коллекция_NOUN,negative
сложить_INFN,negative
кинотеатр_NOUN,negative
уродливый_ADJF,negative
заливать_INFN,negative
реактивный_ADJF,negative
прятать_INFN,negative
конешный_ADJF,negative
библиотека_NOUN,negative
отличить_INFN,negative
поперёк_ADVB,negative
аксесуар_NOUN,negative
кататься_INFN,negative
фриз_NOUN,negative
циан_NOUN,negative
жарить_INFN,negative
месец_NOUN,negative
паутина_NOUN,negative
нововведение_NOUN,negative
четырехядерный_ADJF,negative
народный_ADJF,negative
огорчиться_INFN,negative
трижды_ADVB,negative
расхваливать_INFN,positive
сёрфить_INFN,negative
нехороший_ADJF,negative
поступление_NOUN,negative
мультиязычный_ADJF,negative
поражаться_INFN,negative
гад_NOUN,negative
неоправданный_ADJF,negative
мерцать_INFN,negative
качест_VERB,negative
премиум_NOUN,negative
такси_NOUN,negative
дребезжание_NOUN,negative
выгодно_ADVB,negative
аудитория_NOUN,negative
восхищаться_INFN,positive
американец_NOUN,negative
инфракрасный_ADJF,negative
ведроид_NOUN,negative
сочетать_INFN,negative
лоток_NOUN,negative
софттач_NOUN,negative
дуть_INFN,negative
пожелела_NOUN,negative
размазать_INFN,negative
подправить_INFN,negative
нарисовать_INFN,negative
разблокирование_NOUN,negative
мапс_NOUN,negative
погрешность_NOUN,negative
исполнить_INFN,negative
рисование_NOUN,negative
присвоить_INFN,negative
удалённый_ADJF,negative
поюзал_NOUN,negative
прислушаться_INFN,negative
копать_INFN,negative
аппетит_NOUN,negative
оживать_INFN,negative
пин_NOUN,negative
прошедшее_NOUN,negative
низы_NOUN,negative
убеждаться_INFN,negative
потратиться_INFN,negative
рассыпаться_INFN,negative
бес_NOUN,negative
принцепь_NOUN,negative
подчёркивать_INFN,negative
передвигать_INFN,negative
навалом_ADVB,positive
усовершенствовать_INFN,negative
сониэрикссон_NOUN,negative
маразм_NOUN,negative
убежать_INFN,negative
иванов_NOUN,negative
петь_INFN,negative
контур_NOUN,negative
доводить_INFN,negative
присматривать_INFN,negative
джипиэс_NOUN,negative
потыкать_INFN,negative
щадить_INFN,negative
серо_ADVB,negative
белых_NOUN,negative
мусорный_ADJF,negative
подмосковье_NOUN,negative
соединить_INFN,negative
мешаться_INFN,negative
прилавок_NOUN,negative
отчёт_NOUN,negative
безотказный_ADJF,positive
затрата_NOUN,negative
прибегать_INFN,negative
улететь_INFN,negative
эстетический_ADJF,negative
стена_NOUN,negative
задолбать_INFN,negative
разогнаться_INFN,negative
алфавит_NOUN,negative
туман_NOUN,negative
протирание_NOUN,negative
сверхъестественный_ADJF,negative
прогибаться_INFN,negative
набраться_INFN,neutral
подсоединение_NOUN,negative
лайна_NOUN,negative
напечатать_INFN,negative
плясать_INFN,negative
дружественный_ADJF,positive
софтина_NOUN,negative
запомнить_INFN,negative
вторичный_ADJF,negative
потёртый_ADJF,negative
полифонический_ADJF,negative
продуманность_NOUN,negative
неверный_ADJF,negative
заглавный_ADJF,negative
касса_NOUN,negative
гневный_ADJF,negative
цветность_NOUN,negative
приближаться_INFN,negative
идиотизм_NOUN,negative
приятность_NOUN,positive
тормазит_NOUN,negative
принцеп_NOUN,negative
корн_NOUN,negative
смениться_INFN,negative
варить_INFN,negative
мелок_NOUN,negative
неуклюжий_ADJF,negative
помучиться_INFN,negative
потомучто_ADVB,negative
дрова_NOUN,negative
тяжко_ADVB,negative
периодичность_NOUN,negative
броский_ADJF,negative
самсунговец_NOUN,negative
некрасиво_ADVB,negative
подгружаться_INFN,negative
пешком_ADVB,negative
безобразно_ADVB,negative
роскошь_NOUN,positive
юзанья_NOUN,negative
невеликий_ADJF,negative
залезать_INFN,negative
воскресение_NOUN,positive
релиз_NOUN,negative
шустрость_NOUN,negative
трудиться_INFN,negative
сожеление_NOUN,negative
некомфортно_ADVB,negative
песчинка_NOUN,negative
жаться_INFN,negative
оплата_NOUN,negative
основать_INFN,negative
напрячь_INFN,negative
футляр_NOUN,negative
оборот_NOUN,negative
рассматриваться_INFN,negative
потрясный_ADJF,positive
виджетом_NOUN,negative
месяцов_NOUN,negative
талон_NOUN,negative
сушить_INFN,negative
фен_NOUN,negative
выбивать_INFN,negative
искренне_ADVB,negative
среагировать_INFN,negative
стиллус_NOUN,negative
повтор_NOUN,negative
каждодневный_ADJF,negative
кп_NOUN,negative
нокнуть_INFN,negative
молоток_NOUN,negative
халява_NOUN,negative
реагирование_NOUN,negative
современно_ADVB,negative
разрабатываться_INFN,negative
распознование_NOUN,negative
высоко_ADVB,negative
перешить_INFN,negative
хорший_ADJF,negative
четвёрочка_NOUN,negative
засматриваться_INFN,negative
свалка_NOUN,negative
электричка_NOUN,negative
помучаться_INFN,negative
очистить_INFN,negative
морок_NOUN,negative
путный_ADJF,positive
вялый_ADJF,negative
завести_INFN,negative
прозвонить_INFN,negative
игнорировать_INFN,negative
корень_NOUN,negative
перезапустить_INFN,negative
клёвый_NOUN,negative
непритязательный_ADJF,positive
светло_ADVB,negative
расцарапать_INFN,negative
сема_NOUN,negative
кошелёк_NOUN,negative
несказанно_ADVB,negative
ударостойкий_ADJF,negative
спин_NOUN,negative
паркет_NOUN,negative
подушка_NOUN,negative
оттого_ADVB,negative
устаревание_NOUN,negative
слать_INFN,negative
нетребовательный_ADJF,negative
разбудить_INFN,positive
интенсивно_ADVB,negative
подтянуть_INFN,negative
выжимать_INFN,negative
бодро_ADVB,negative
штуковина_NOUN,negative
никудышный_ADJF,negative
подлежать_INFN,negative
вытянуть_INFN,negative
раскачивать_INFN,negative
выкладывать_INFN,negative
стемнеть_INFN,negative
разачаровать_INFN,negative
облегчить_INFN,positive
перегруз_NOUN,negative
ил_NOUN,negative
отвращение_NOUN,negative
сводить_INFN,negative
придумывать_INFN,negative
дисплэй_NOUN,negative
приверженец_NOUN,negative
способствовать_INFN,negative
бредовый_ADJF,negative
разбалтываться_INFN,negative
задолбаться_INFN,negative
капризный_ADJF,negative
дочь_NOUN,negative
зимний_ADJF,negative
близкие_NOUN,negative
перешивать_INFN,negative
записываться_INFN,negative
портретный_ADJF,negative
несложный_ADJF,neutral
шаманство_NOUN,negative
стадия_NOUN,negative
преобретение_NOUN,negative
ориентироваться_INFN,negative
отчество_NOUN,negative
волшебный_ADJF,positive
напоследок_ADVB,negative
минимализм_NOUN,negative
шагомер_NOUN,negative
лидировать_INFN,negative
присутсвовать_INFN,negative
прокладывать_INFN,negative
виджете_NOUN,negative
экспресс_NOUN,negative
исцарапаться_INFN,negative
кошка_NOUN,negative
такать_INFN,negative
соответсвовать_INFN,negative
адекватность_NOUN,positive
орало_NOUN,negative
болячка_NOUN,negative
простоватый_ADJF,negative
оный_ADJF,negative
прибор_NOUN,negative
вглядываться_INFN,negative
вотс_NOUN,negative
переслать_INFN,negative
вбивать_INFN,negative
революционный_ADJF,negative
торрент_NOUN,negative
хит_NOUN,negative
часовой_ADJF,negative
некачественно_ADVB,negative
заполнять_INFN,negative
опечалить_INFN,negative
соты_NOUN,negative
перечень_NOUN,negative
сжатие_NOUN,negative
грохнуть_INFN,negative
возрастать_INFN,negative
андроидовский_ADJF,negative
смутить_INFN,negative
сетка_NOUN,negative
архитектура_NOUN,negative
телодвижение_NOUN,negative
износ_NOUN,negative
завидный_ADJF,positive
наиграться_INFN,negative
противоударный_ADJF,negative
однократно_ADVB,negative
мазать_INFN,negative
маркетом_NOUN,negative
герц_NOUN,negative
ось_NOUN,negative
потный_ADJF,negative
лекция_NOUN,negative
тыльный_ADJF,negative
плеваться_INFN,negative
видеться_INFN,negative
сканировать_INFN,negative
позавчера_ADVB,negative
вносить_INFN,negative
наладиться_INFN,positive
отклеиться_INFN,negative
подчеркнуть_INFN,negative
перемещение_NOUN,negative
реанимировать_INFN,negative
батареие_ADJF,negative
раздрожать_INFN,negative
специализировать_INFN,negative
большенство_NOUN,negative
вытираться_INFN,negative
безусловный_ADJF,negative
книжный_ADJF,negative
перемещаться_INFN,negative
свойственно_ADVB,negative
просматриваться_INFN,negative
сообщать_INFN,negative
скоротать_INFN,negative
демократичный_ADJF,positive
шаманить_INFN,negative
шероховатый_ADJF,negative
уехать_INFN,negative
резет_NOUN,negative
минимально_ADVB,negative
андроидофон_NOUN,negative
искусить_INFN,negative
развивать_INFN,negative
экспозиция_NOUN,negative
дивайс_NOUN,negative
раскачаться_INFN,negative
высококачественный_ADJF,positive
маломощный_ADJF,negative
лаунчеры_NOUN,negative
киллер_NOUN,negative
медиафайл_NOUN,negative
игрулька_NOUN,negative
рядовой_ADJF,negative
множественный_ADJF,negative
намеренно_ADVB,negative
предсказуемый_ADJF,negative
борьба_NOUN,negative
погружение_NOUN,negative
железно_ADVB,negative
разместить_INFN,negative
оживить_INFN,positive
ненавистный_ADJF,negative
свыше_ADVB,negative
крошка_NOUN,negative
подтвердиться_INFN,negative
бегунок_NOUN,negative
грустно_ADVB,negative
плашмя_ADVB,negative
ушко_NOUN,negative
расставить_INFN,negative
объявить_INFN,negative
восторженный_ADJF,positive
симпатично_ADVB,negative
пальцевый_ADJF,negative
блюпуп_NOUN,negative
боковина_NOUN,negative
вериться_INFN,negative
продление_NOUN,negative
возить_INFN,negative
настать_INFN,negative
вит_NOUN,negative
сыграть_INFN,negative
скруглить_INFN,negative
перегрузка_NOUN,neutral
пофоткать_INFN,negative
игруль_NOUN,negative
отстать_INFN,negative
вышеописанный_ADJF,negative
безвозвратно_ADVB,negative
изжить_INFN,negative
стрелялка_NOUN,negative
физически_ADVB,negative
качнуть_INFN,negative
скрывать_INFN,negative
впаривать_INFN,negative
затемнить_INFN,negative
именитый_ADJF,positive
автообновление_NOUN,negative
истереться_INFN,negative
проба_NOUN,negative
поль_NOUN,negative
высказать_INFN,negative
освоиться_INFN,positive
вмятинк_NOUN,negative
заняться_INFN,negative
трабла_NOUN,negative
прожорливость_NOUN,negative
проситься_INFN,negative
пачка_NOUN,negative
маленько_ADVB,negative
выпадывать_INFN,negative
недолговечный_ADJF,negative
жертвовать_INFN,negative
ахтунг_NOUN,negative
понижать_INFN,negative
сера_NOUN,negative
восхищение_NOUN,positive
существо_NOUN,negative
индивидуальность_NOUN,negative
свистелка_NOUN,negative
рестарт_NOUN,negative
непременно_ADVB,negative
соник_NOUN,negative
ком_NOUN,negative
закидывать_INFN,negative
розница_NOUN,negative
кирпичик_NOUN,negative
критика_NOUN,neutral
басистый_ADJF,negative
указательный_ADJF,negative
лапа_NOUN,negative
фиксироваться_INFN,negative
направо_ADVB,negative
налево_ADVB,negative
желтизна_NOUN,neutral
аккум_NOUN,negative
грееться_INFN,negative
присоска_NOUN,negative
чума_NOUN,negative
скручивать_INFN,negative
мерседес_NOUN,negative
пощупать_INFN,negative
коротковатый_ADJF,negative
ушной_ADJF,negative
любоваться_INFN,positive
автонастройка_NOUN,negative
обжигать_INFN,negative
всёравно_ADVB,negative
голуба_NOUN,negative
соединиться_INFN,negative
шибко_ADVB,negative
настольный_ADJF,negative
немаленькая_ADJF,negative
слить_INFN,negative
видеокарта_NOUN,negative
лопатка_NOUN,negative
одежда_NOUN,negative
поотключать_INFN,negative
сфокусировать_INFN,negative
спецификация_NOUN,negative
изучение_NOUN,negative
откат_NOUN,neutral
тенденция_NOUN,negative
кант_NOUN,negative
однотонный_ADJF,negative
позаботиться_INFN,negative
любительский_ADJF,negative
отнюдь_ADVB,negative
влёт_ADVB,negative
остывать_INFN,positive
батерей_NOUN,negative
произвольный_ADJF,negative
греметь_INFN,positive
волос_NOUN,negative
мерцание_NOUN,negative
регулятор_NOUN,negative
бутерброд_NOUN,negative
проигрователь_NOUN,negative
килограмм_NOUN,negative
оснастить_INFN,negative
проблемма_NOUN,negative
сжать_INFN,negative
погремушка_NOUN,negative
повышение_NOUN,negative
дебил_NOUN,negative
рандомный_ADJF,negative
бракованый_ADJF,negative
занизить_INFN,negative
гнусмуса_NOUN,negative
асус_NOUN,negative
преувеличивать_INFN,negative
модно_ADVB,negative
ландшафтный_ADJF,negative
геморой_NOUN,negative
фонит_NOUN,negative
безразличный_ADJF,negative
сопля_NOUN,negative
оборудование_NOUN,negative
навязывать_INFN,negative
молниеносно_ADVB,negative
таблица_NOUN,negative
синдром_NOUN,negative
вышка_NOUN,negative
полагать_INFN,negative
ая_NOUN,negative
супруг_NOUN,negative
сбор_NOUN,negative
пылинка_NOUN,negative
корпорация_NOUN,negative
завязка_NOUN,negative
вдребезги_ADVB,negative
перезвонить_INFN,negative
заливаться_INFN,negative
фот_NOUN,negative
латинский_ADJF,negative
копеечный_ADJF,neutral
распрощаться_INFN,negative
аудиочип_NOUN,negative
билет_NOUN,negative
сливать_INFN,negative
дебри_NOUN,negative
прохладный_ADJF,neutral
аудиофил_NOUN,negative
протокол_NOUN,negative
детальный_ADJF,positive
брэнд_NOUN,negative
фломастер_NOUN,negative
вызывной_ADJF,negative
прибавиться_INFN,negative
подписать_INFN,negative
зал_NOUN,negative
невооружённый_ADJF,negative
покидать_INFN,negative
сша_NOUN,negative
барабан_NOUN,negative
нона_NOUN,negative
приспособить_INFN,negative
авить_NOUN,negative
взмах_NOUN,negative
крошечный_ADJF,negative
бола_NOUN,negative
колоссальный_ADJF,negative
пахнуть_INFN,negative
дизайнерский_ADJF,negative
подгонка_NOUN,negative
уточнять_INFN,negative
отдача_NOUN,negative
троттлинг_NOUN,negative
алиэкспресс_NOUN,negative
зделать_INFN,negative
предназначаться_INFN,negative
